Metadata: {"arch":"amd64","console_log":"console.log","dist_size":897024,"engine":"jscript","version":"5.8.16428"}
compat-table/es6/subclassing.RegExp.js: SyntaxError
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError
compat-table/es6/subclassing.RegExp.test.js: SyntaxError
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError
compat-table/es6/subclassing.misc.Error.js: SyntaxError
compat-table/es6/subclassing.misc.Map.js: SyntaxError
compat-table/es6/subclassing.misc.Number.js: SyntaxError
compat-table/es6/subclassing.misc.Set.js: SyntaxError
compat-table/es6/subclassing.misc.String.js: SyntaxError
compat-table/es6/super.correct-constructor.js: SyntaxError
compat-table/es6/super.expression.js: SyntaxError
compat-table/es6/super.method-calls.js: SyntaxError
compat-table/es6/super.new-target-binding.js: SyntaxError
compat-table/es6/super.property-access.js: SyntaxError
compat-table/es6/super.statement.js: SyntaxError
compat-table/es6/super.static-binding.js: SyntaxError
compat-table/es6/super.this-binding.js: SyntaxError
compat-table/es6/tail-calls.direct.js: exception: [object Error]
compat-table/es6/tail-calls.mutual.js: exception: [object Error]
compat-table/es6/template.basic.js: Invalid character
compat-table/es6/template.caching.js: Invalid character
compat-table/es6/template.escape-sequences.js: Invalid character
compat-table/es6/template.frozen-array.js: Invalid character
compat-table/es6/template.line-break.js: exception: [object Error]
compat-table/es6/template.permanent-caching.js: Invalid character
compat-table/es6/template.tagged.js: Invalid character
compat-table/es6/template.toString.js: Invalid character
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Float32.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Float64.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Int8.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Int16.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Int32.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Uint8.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Uint16.js: exception: [object Error]
compat-table/es6/typed-arrays.DataView.Uint32.js: exception: [object Error]
compat-table/es6/typed-arrays.Float32Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Float64Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Int8Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Int16Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Int32Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Symbol.species.js: exception: [object Error]
compat-table/es6/typed-arrays.Uint8Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Uint8ClampedArray.js: exception: [object Error]
compat-table/es6/typed-arrays.Uint16Array.js: exception: [object Error]
compat-table/es6/typed-arrays.Uint32Array.js: exception: [object Error]
compat-table/es6/typed-arrays.constructor-iterables.js: exception: [object Error]
compat-table/es6/typed-arrays.constructor-requires-new.js: exception: [object Error]
compat-table/es6/typed-arrays.correct-prototype-chains.js: SyntaxError
compat-table/es6/typed-arrays.from.js: exception: [object Error]
compat-table/es6/typed-arrays.of.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.copyWithin.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.entries.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.every.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.fill.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.filter.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.findIndex.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.find.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.forEach.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.indexOf.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.join.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.keys.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.map.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.reduceRight.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.reduce.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.reverse.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.slice.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.some.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.sort.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.subarray.js: exception: [object Error]
compat-table/es6/typed-arrays.prototype.values.js: exception: [object Error]
compat-table/es6/unicode-escapes.identifier.js: Invalid character
compat-table/es6/unicode-escapes.property-access.js: Invalid character
compat-table/es6/unicode-escapes.property-key.js: Invalid character
compat-table/es6/unicode-escapes.string.js: Expected hexadecimal digit
compat-table/es6/well-known.hasInstance.js: exception: [object Error]
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: exception: [object Error]
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: exception: [object Error]
compat-table/es6/well-known.iterator.js: exception: [object Error]
compat-table/es6/well-known.match.RegExp-constructor.js: exception: [object Error]
compat-table/es6/well-known.match.String.endsWith.js: exception: [object Error]
compat-table/es6/well-known.match.String.includes.js: exception: [object Error]
compat-table/es6/well-known.match.String.startsWith.js: exception: [object Error]
compat-table/es6/well-known.match.js: exception: [object Error]
compat-table/es6/well-known.replace.js: exception: [object Error]
compat-table/es6/well-known.search.js: exception: [object Error]
compat-table/es6/well-known.species.Array.concat.js: exception: [object Error]
compat-table/es6/well-known.species.Array.filter.js: exception: [object Error]
compat-table/es6/well-known.species.Array.map.js: exception: [object Error]
compat-table/es6/well-known.species.Array.slice.js: exception: [object Error]
compat-table/es6/well-known.species.Array.splice.js: exception: [object Error]
compat-table/es6/well-known.species.Promise.then.js: exception: [object Error]
compat-table/es6/well-known.species.RegExp.split.js: exception: [object Error]
compat-table/es6/well-known.species.js: exception: [object Error]
compat-table/es6/well-known.split.js: exception: [object Error]
compat-table/es6/well-known.toPrimitive.js: exception: [object Error]
compat-table/es6/well-known.toStringTag.existing-builtins.js: exception: [object Error]
compat-table/es6/well-known.toStringTag.js: exception: [object Error]
compat-table/es6/well-known.toStringTag.misc-builtins.js: exception: [object Error]
compat-table/es6/well-known.toStringTag.new-builtins.js: Expected '('
compat-table/es6/well-known.unscopables.js: exception: [object Error]
compat-table/es2016/Array.prototype.includes.generic.js: Expected ':'
compat-table/es2016/Array.prototype.includes.js: exception: [object Error]
compat-table/es2016/Array.prototype.includes.sparse.js: exception: [object Error]
compat-table/es2016/Array.prototype.includes.typed-array.js: exception: [object Error]
compat-table/es2016/exponentiation.assignment.js: SyntaxError
compat-table/es2016/exponentiation.basic.js: SyntaxError
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError
compat-table/es2016/misc.Proxy-Array-includes.js: exception: [object Error]
compat-table/es2016/misc.Proxy-enumerate-removed.js: exception: [object Error]
compat-table/es2016/misc.generator-no-new.js: Expected '('
compat-table/es2016/misc.generator-throw-inner.js: Expected '('
compat-table/es2016/misc.nested-rest-destructuring-decl.js: Expected identifier
compat-table/es2016/misc.nested-rest-destructuring-params.js: Expected identifier
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: Expected identifier
compat-table/es2017/Atomics.add.js: exception: [object Error]
compat-table/es2017/Atomics.and.js: exception: [object Error]
compat-table/es2017/Atomics.compareExchange.js: exception: [object Error]
compat-table/es2017/Atomics.exchange.js: exception: [object Error]
compat-table/es2017/Atomics.isLockFree.js: exception: [object Error]
compat-table/es2017/Atomics.load.js: exception: [object Error]
compat-table/es2017/Atomics.notify.js: exception: [object Error]
compat-table/es2017/Atomics.or.js: exception: [object Error]
compat-table/es2017/Atomics.store.js: exception: [object Error]
compat-table/es2017/Atomics.sub.js: exception: [object Error]
compat-table/es2017/Atomics.wait.js: exception: [object Error]
compat-table/es2017/Atomics.xor.js: exception: [object Error]
compat-table/es2017/Object.entries.js: exception: [object Error]
compat-table/es2017/Object.getOwnPropertyDescriptors.js: exception: [object Error]
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: exception: [object Error]
compat-table/es2017/Object.values.js: exception: [object Error]
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: exception: [object Error]
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: exception: [object Error]
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: exception: [object Error]
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: exception: [object Error]
compat-table/es2017/String.prototype.padEnd.js: exception: [object Error]
compat-table/es2017/String.prototype.padStart.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: Expected ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: Expected ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: Expected ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: Expected ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: exception: [object Error]
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: exception: [object Error]
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: exception: [object Error]
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: exception: [object Error]
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: exception: [object Error]
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: exception: [object Error]
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: OK
compat-table/es2017/async.Symbol.toStringTag.js: Expected ')'
compat-table/es2017/async.arrow-in-class.js: SyntaxError
compat-table/es2017/async.arrow.js: SyntaxError
compat-table/es2017/async.await-non-promise.js: Expected ')'
compat-table/es2017/async.await-rejection.js: Expected ')'
compat-table/es2017/async.await.js: Expected ')'
compat-table/es2017/async.constructor.js: Expected ';'
compat-table/es2017/async.methods-class.js: SyntaxError
compat-table/es2017/async.methods-object.js: Expected ':'
compat-table/es2017/async.must-await-value.js: Expected ';'
compat-table/es2017/async.no-await-in-params.js: Expected ';'
compat-table/es2017/async.no-line-break.js: Expected ';'
compat-table/es2017/async.no-prototype.js: Expected ';'
compat-table/es2017/async.prototype-chain.js: Expected ')'
compat-table/es2017/async.return.js: Expected ';'
compat-table/es2017/async.throw.js: Expected ';'
compat-table/es2017/misc.arguments-caller-removed.js: exception: [object Error]
compat-table/es2017/regex.flags.u.case-folding.js: Expected ')'
compat-table/es2017/trailing-comma.arguments.js: SyntaxError
compat-table/es2017/trailing-comma.params.js: Expected identifier
compat-table/es2018/Promise.prototype.finally.change-rejection.js: Expected identifier
compat-table/es2018/Promise.prototype.finally.js: Expected identifier
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: Expected identifier
compat-table/es2018/async-iterators.for-await-of.js: Expected ')'
compat-table/es2018/async-iterators.generators.js: Expected ';'
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: Expected ':'
compat-table/es2018/misc.template-literal-revision.js: Invalid character
compat-table/es2018/object-rest.js: Expected identifier
compat-table/es2018/object-spread.js: Expected identifier, string or number
compat-table/es2018/regex.flags.s.js: SyntaxError
compat-table/es2018/regex.lookbehind.js: SyntaxError in regular expression
compat-table/es2018/regex.named-capture-groups.js: SyntaxError in regular expression
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: Expected ';'
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: Expected ';'
compat-table/es2019/Array.prototype.flatMap.js: exception: [object Error]
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: exception: [object Error]
compat-table/es2019/Array.prototype.flat.js: exception: [object Error]
compat-table/es2019/Object.fromEntries.js: exception: [object Error]
compat-table/es2019/String.prototype.trimEnd.js: exception: [object Error]
compat-table/es2019/String.prototype.trimStart.js: exception: [object Error]
compat-table/es2019/Symbol.prototype.description.empty.js: exception: [object Error]
compat-table/es2019/Symbol.prototype.description.js: exception: [object Error]
compat-table/es2019/Symbol.prototype.description.undefined.js: exception: [object Error]
compat-table/es2019/annex-b.String.prototype.trimLeft.js: exception: [object Error]
compat-table/es2019/annex-b.String.prototype.trimRight.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.Function-constructor.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.arrows.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.computed-names.js: exception: [object Error]
compat-table/es2019/misc.Function-toString.native-code.js: SyntaxError
compat-table/es2019/misc.Function-toString.unicode-escapes.js: exception: [object Error]
compat-table/es2019/misc.JSON-stringify-well-formed.js: exception: [object Error]
compat-table/es2019/misc.JSON-superset.line-separator.js: OK
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: OK
compat-table/es2019/misc.optional-catch-binding.await.js: Expected ')'
compat-table/es2019/misc.optional-catch-binding.js: Expected '('
compat-table/es2019/misc.optional-catch-binding.yield.js: Expected '('
compat-table/es2020/BigInt64Array.js: Expected ';'
compat-table/es2020/BigInt.asIntN.js: exception: [object Error]
compat-table/es2020/BigInt.asUintN.js: exception: [object Error]
compat-table/es2020/BigInt.constructor.js: Expected ';'
compat-table/es2020/BigInt.js: Expected ')'
compat-table/es2020/BigUint64Array.js: Expected ';'
compat-table/es2020/DataView.prototype.getBigInt64.js: Expected ')'
compat-table/es2020/DataView.prototype.getBigUint64.js: Expected ')'
compat-table/es2020/Promise.allSettled.js: SyntaxError
compat-table/es2020/String.prototype.matchAll.js: exception: [object Error]
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError
compat-table/es2020/optional-chaining.bracket.js: SyntaxError
compat-table/es2020/optional-chaining.function-call.js: SyntaxError
compat-table/es2020/optional-chaining.method-call.js: SyntaxError
compat-table/es2020/optional-chaining.property.js: SyntaxError
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError
compat-table/es2021/FinalizationRegistry.js: exception: [object Error]
compat-table/es2021/Promise.any.AggregateError.js: Expected identifier
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError
compat-table/es2021/String.prototype.replaceAll.js: exception: [object Error]
compat-table/es2021/WeakRef.js: exception: [object Error]
compat-table/es2021/logical-assignment.and.js: Expected ';'
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: Expected ';'
compat-table/es2021/logical-assignment.and.short-circuit.js: Expected ';'
compat-table/es2021/logical-assignment.nullish.js: Expected ';'
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: Expected ';'
compat-table/es2021/logical-assignment.nullish.short-circuit.js: Expected ';'
compat-table/es2021/logical-assignment.or.js: Expected ';'
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: Expected ';'
compat-table/es2021/logical-assignment.or.short-circuit.js: Expected ';'
compat-table/es2021/numeric-separators.js: Expected ';'
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: exception: [object Error]
compat-table/es2022/Error.cause.AggregateError.js: exception: [object Error]
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: exception: [object Error]
compat-table/es2022/at-method.Array.js: exception: [object Error]
compat-table/es2022/at-method.String.js: exception: [object Error]
compat-table/es2022/at-method.TypedArray.js: exception: [object Error]
compat-table/es2022/class-fields.computed-instance.js: SyntaxError
compat-table/es2022/class-fields.computed-static.js: SyntaxError
compat-table/es2022/class-fields.instance.parent-scope.js: Expected ';'
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError
compat-table/es2022/class-fields.private-instance.js: SyntaxError
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError
compat-table/es2022/class-fields.private-static.js: SyntaxError
compat-table/es2022/class-fields.public-instance.js: SyntaxError
compat-table/es2022/class-fields.public-static.js: SyntaxError
compat-table/es2022/class-fields.static.define.js: SyntaxError
compat-table/es2022/class-methods.private-accessor.js: SyntaxError
compat-table/es2022/class-methods.private-instance.js: SyntaxError
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError
compat-table/es2022/class-methods.private-static.js: SyntaxError
compat-table/es2022/class-static-init-blocks.js: Expected ';'
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError
compat-table/es2022/regex.flags.d.constructor.js: exception: [object Error]
compat-table/es2022/regex.flags.d.shows-in-flags.js: exception: [object Error]
compat-table/es2023/Array.prototype.findLastIndex.js: exception: [object Error]
compat-table/es2023/Array.prototype.findLast.js: exception: [object Error]
compat-table/es2023/Array.prototype.toReversed.js: exception: [object Error]
compat-table/es2023/Array.prototype.toSorted.js: exception: [object Error]
compat-table/es2023/Array.prototype.toSpliced.js: exception: [object Error]
compat-table/es2023/Array.prototype.with.js: Expected identifier
compat-table/es2023/TypedArray.prototype.toReversed.js: exception: [object Error]
compat-table/es2023/TypedArray.prototype.toSorted.js: exception: [object Error]
compat-table/es2023/TypedArray.prototype.with.js: Expected identifier
compat-table/es2023/hashbang.js: Invalid character
compat-table/es2024/ArrayBuffer.prototype.detached.js: SyntaxError
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: SyntaxError
compat-table/es2024/ArrayBuffer.prototype.transfer.js: SyntaxError
compat-table/es2024/Map.groupBy.js: SyntaxError
compat-table/es2024/Object.groupBy.js: SyntaxError
compat-table/es2024/Promise.withResolvers.js: exception: [object Error]
compat-table/es2024/regex.flags.v.constructor.js: exception: [object Error]
compat-table/es2024/regex.flags.v.properties-of-strings.js: Expected ';'
compat-table/es2024/regex.flags.v.set-notations.js: Expected ';'
compat-table/es2024/regex.flags.v.shows-in-flags.js: exception: [object Error]
compat-table/es2024/regex.flags.v.unicode-15.1.js: Expected ';'
compat-table/es2024/regex.flags.v.unicode-16.0.js: Expected ';'
compat-table/es2024/regex.flags.v.unicode-17.0.js: Expected ';'
compat-table/es2025/Iterator.extends.js: SyntaxError
compat-table/es2025/Iterator.from.iterable.js: SyntaxError
compat-table/es2025/Iterator.from.iterator.js: SyntaxError
compat-table/es2025/Iterator.instanceof.js: exception: [object Error]
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: exception: [object Error]
compat-table/es2025/Iterator.prototype.drop.js: exception: [object Error]
compat-table/es2025/Iterator.prototype.every.js: SyntaxError
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError
compat-table/es2025/Iterator.prototype.find.js: SyntaxError
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError
compat-table/es2025/Iterator.prototype.forEach.js: Expected ';'
compat-table/es2025/Iterator.prototype.map.js: SyntaxError
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError
compat-table/es2025/Iterator.prototype.some.js: SyntaxError
compat-table/es2025/Iterator.prototype.take.js: exception: [object Error]
compat-table/es2025/Iterator.prototype.toArray.js: SyntaxError
compat-table/es2025/Promise.try.js: Expected identifier
compat-table/es2025/RegExp.escape.js: exception: [object Error]
compat-table/es2025/Set.prototype.difference.js: exception: [object Error]
compat-table/es2025/Set.prototype.intersection.js: exception: [object Error]
compat-table/es2025/Set.prototype.isDisjointFrom.js: exception: [object Error]
compat-table/es2025/Set.prototype.isSubsetOf.js: exception: [object Error]
compat-table/es2025/Set.prototype.isSupersetOf.js: exception: [object Error]
compat-table/es2025/Set.prototype.symmetricDifference.js: exception: [object Error]
compat-table/es2025/Set.prototype.union.js: exception: [object Error]
compat-table/es2025/regex.duplicate-named-groups.js: SyntaxError in regular expression
compat-table/es2025/regex.pattern-modifiers.i.js: SyntaxError
compat-table/es2025/regex.pattern-modifiers.m.js: SyntaxError
compat-table/es2025/regex.pattern-modifiers.s.js: SyntaxError
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: exception: [object Error]
compat-table/intl/Intl.Collator.new-instances.js: exception: [object Error]
compat-table/intl/Intl.Collator.prototype.compare.js: exception: [object Error]
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: exception: [object Error]
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: exception: [object Error]
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: exception: [object Error]
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: exception: [object Error]
compat-table/intl/Intl.DateTimeFormat.new-instances.js: exception: [object Error]
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: exception: [object Error]
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: exception: [object Error]
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: exception: [object Error]
compat-table/intl/Intl.NumberFormat.js: exception: [object Error]
compat-table/intl/Intl.NumberFormat.new-instances.js: exception: [object Error]
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: exception: [object Error]
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: exception: [object Error]
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: exception: [object Error]
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError
compat-table/next/AsyncDisposableStack.js: Expected ':'
compat-table/next/AsyncIterator.extends.js: SyntaxError
compat-table/next/AsyncIterator.from.async-iterable.js: Expected ';'
compat-table/next/AsyncIterator.from.iterable.js: Expected ';'
compat-table/next/AsyncIterator.from.iterator.js: Expected ';'
compat-table/next/AsyncIterator.instanceof.js: Expected ')'
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: exception: [object Error]
compat-table/next/AsyncIterator.prototype.drop.js: Expected ';'
compat-table/next/AsyncIterator.prototype.every.js: Expected ')'
compat-table/next/AsyncIterator.prototype.filter.js: Expected ';'
compat-table/next/AsyncIterator.prototype.find.js: Expected ')'
compat-table/next/AsyncIterator.prototype.flatMap.js: Expected ';'
compat-table/next/AsyncIterator.prototype.forEach.js: Expected ';'
compat-table/next/AsyncIterator.prototype.map.js: Expected ';'
compat-table/next/AsyncIterator.prototype.reduce.js: Expected ')'
compat-table/next/AsyncIterator.prototype.some.js: Expected ')'
compat-table/next/AsyncIterator.prototype.take.js: Expected ';'
compat-table/next/AsyncIterator.prototype.toArray.js: Expected ')'
compat-table/next/DisposableStack.js: Expected identifier, string or number
compat-table/next/Map.prototype.upsert.js: SyntaxError
compat-table/next/RegExp.1-9.js: OK
compat-table/next/RegExp.lastMatch.js: OK
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: Expected ';'
compat-table/next/Uint8Array.fromBase64.js: SyntaxError
compat-table/next/Uint8Array.fromHex.js: SyntaxError
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError
compat-table/next/Uint8Array.setFromHex.js: SyntaxError
compat-table/next/Uint8Array.toBase64.js: SyntaxError
compat-table/next/Uint8Array.toHex.js: SyntaxError
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError
compat-table/next/await-using.for-of.js: Expected ':'
compat-table/next/await-using.js: Expected ')'
compat-table/next/class-decorators.js: SyntaxError
compat-table/next/function.sent.js: Expected '('
compat-table/next/throw-expr.arrow.js: SyntaxError
compat-table/next/throw-expr.conditional.js: SyntaxError
compat-table/next/throw-expr.logical.js: SyntaxError
compat-table/next/throw-expr.param-init.js: Expected ')'
compat-table/next/using.for-of.js: Expected identifier, string or number
compat-table/next/using.js: Expected identifier, string or number
