Metadata: {"arch":"arm64","binary_sha256":"a56577e06674521560b425142fc3a310a2ad2a296478aa1d2a367759e348a3f7","binary_size":1806448,"console_log":"println","engine":"dmdscript","repository":"https://github.com/DigitalMars/DMDScript.git","revision":"45a0ba2b11162e90de7e96876289c3020ab208f5","revision_date":"2026-03-03","version":"2.1.3"}
compat-table/es2017/String.prototype.padStart.js: TypeError: String hello.padStart is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: ReferenceError: Variable '__defineGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: TypeError: Undefined undefined.call is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: ReferenceError: Variable '__defineSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: TypeError: Undefined undefined.call is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: ReferenceError: Variable '__lookupGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: SyntaxError: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: SyntaxError: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: ReferenceError: Variable '__lookupSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: SyntaxError: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: SyntaxError: found 'foo' when expecting ':'
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: TypeError: Object function Function() { [native code] }.create is undefined and has no Call method
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: SyntaxError: ';' or 'in' expected, not ''
compat-table/es2017/async.Symbol.toStringTag.js: SyntaxError: found 'function' when expecting ','
compat-table/es2017/async.arrow-in-class.js: SyntaxError: found 'class' instead of statement
compat-table/es2017/async.arrow.js: SyntaxError: expression expected, not '>'
compat-table/es2017/async.await-non-promise.js: SyntaxError: found 'function' when expecting ''
compat-table/es2017/async.await-rejection.js: SyntaxError: found 'function' when expecting ''
compat-table/es2017/async.await.js: SyntaxError: found 'function' when expecting ''
compat-table/es2017/async.constructor.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.methods-class.js: SyntaxError: found 'class' instead of statement
compat-table/es2017/async.methods-object.js: SyntaxError: found 'a' when expecting ':'
compat-table/es2017/async.must-await-value.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.no-await-in-params.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.no-line-break.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.no-prototype.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.prototype-chain.js: SyntaxError: found 'function' when expecting ','
compat-table/es2017/async.return.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/async.throw.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2017/misc.arguments-caller-removed.js: TypeError: Object function Function() { [native code] }.getOwnPropertyDescriptor is undefined and has no Call method
compat-table/es2017/regex.flags.u.case-folding.js: unrecognized attribute
compat-table/es2017/trailing-comma.arguments.js: SyntaxError: expression expected, not ''
compat-table/es2017/trailing-comma.params.js: SyntaxError: identifier expected
compat-table/es2018/Promise.prototype.finally.change-rejection.js: SyntaxError: identifier expected following '.', not 'finally'
compat-table/es2018/Promise.prototype.finally.js: SyntaxError: identifier expected following '.', not 'finally'
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: SyntaxError: identifier expected following '.', not 'finally'
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: found 'function' when expecting ''
compat-table/es2018/async-iterators.generators.js: SyntaxError: found 'function' when expecting ';'
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: SyntaxError: found '(' when expecting ':'
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: unsupported char '`'
compat-table/es2018/object-rest.js: SyntaxError: identifier expected instead of '{'
compat-table/es2018/object-spread.js: SyntaxError: identifier expected
compat-table/es2018/regex.flags.s.js: SyntaxError: found 'const' instead of statement
compat-table/es2018/regex.lookbehind.js: *+? not allowed in atom
compat-table/es2018/regex.named-capture-groups.js: *+? not allowed in atom
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError: found 'const' instead of statement
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: unrecognized attribute
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: unrecognized attribute
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: SyntaxError: \u sequence must be followed by 4 hex characters
compat-table/es2019/Array.prototype.flatMap.js: TypeError: Object [object Object],[object Object].flatMap is undefined and has no Call method
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Array.prototype.flat.js: TypeError: Object 1,2,3,4,5,6.flat is undefined and has no Call method
compat-table/es2019/Object.fromEntries.js: ReferenceError: Variable 'Map' is not defined
compat-table/es2019/String.prototype.trimEnd.js: TypeError: String
compat-table/es2019/String.prototype.trimStart.js: TypeError: String
compat-table/es2019/Symbol.prototype.description.empty.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.undefined.js: ReferenceError: Variable 'Symbol' is not defined
compat-table/es2019/annex-b.String.prototype.trimLeft.js: TypeError: String
compat-table/es2019/annex-b.String.prototype.trimRight.js: TypeError: String
compat-table/es2019/misc.Function-toString.Function-constructor.js: failed
compat-table/es2019/misc.Function-toString.arrows.js: SyntaxError: eval(1) : Error: expression expected, not '>'
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: SyntaxError: eval(1) : Error: expression expected, not 'class'
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: SyntaxError: eval(1) : Error: expression expected, not 'class'
compat-table/es2019/misc.Function-toString.computed-names.js: SyntaxError: eval(1) : Error: identifier expected
compat-table/es2019/misc.Function-toString.native-code.js: SyntaxError: found 'const' instead of statement
compat-table/es2019/misc.Function-toString.unicode-escapes.js: SyntaxError: eval(1) : Error: \u sequence must be followed by 4 hex characters
compat-table/es2019/misc.JSON-stringify-well-formed.js: encoding a surrogate code point in UTF-8 (at index 57094)
compat-table/es2019/misc.JSON-superset.line-separator.js: OK
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: OK
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: found 'function' when expecting ''
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: found '{' when expecting '('
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: found '*' when expecting '('
compat-table/es2020/BigInt64Array.js: SyntaxError: found 'n' when expecting ';'
compat-table/es2020/BigInt.asIntN.js: ReferenceError: Variable 'BigInt' is not defined
compat-table/es2020/BigInt.asUintN.js: ReferenceError: Variable 'BigInt' is not defined
compat-table/es2020/BigInt.constructor.js: SyntaxError: found 'n' when expecting ';'
compat-table/es2020/BigInt.js: SyntaxError: found 'n' when expecting ''
compat-table/es2020/BigUint64Array.js: SyntaxError: found 'n' when expecting ';'
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: found 'n' when expecting ','
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: found 'n' when expecting ','
compat-table/es2020/Promise.allSettled.js: SyntaxError: expression expected, not '>'
compat-table/es2020/String.prototype.matchAll.js: TypeError: String 11a2bb.matchAll is undefined and has no Call method
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError: expression expected, not '?'
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: expression expected, not '.'
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: expression expected, not '.'
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: expression expected, not '.'
compat-table/es2020/optional-chaining.property.js: SyntaxError: expression expected, not '.'
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: expression expected, not '.'
compat-table/es2021/FinalizationRegistry.js: ReferenceError: Variable 'FinalizationRegistry' is not defined
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: identifier expected following '.', not 'catch'
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: expression expected, not '>'
compat-table/es2021/String.prototype.replaceAll.js: TypeError: String q=query+string+parameters.replaceAll is undefined and has no Call method
compat-table/es2021/WeakRef.js: ReferenceError: Variable 'WeakRef' is not defined
compat-table/es2021/logical-assignment.and.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.or.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: found 'i' when expecting ';'
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2021/numeric-separators.js: SyntaxError: found '_000_000' when expecting ';'
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: ReferenceError: Variable 'AggregateError' is not defined
compat-table/es2022/Error.cause.AggregateError.js: ReferenceError: Variable 'AggregateError' is not defined
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: TypeError: Object function Function() { [native code] }.hasOwn is undefined and has no Call method
compat-table/es2022/at-method.Array.js: TypeError: Object 1,2,3.at is undefined and has no Call method
compat-table/es2022/at-method.String.js: TypeError: String abc.at is undefined and has no Call method
compat-table/es2022/at-method.TypedArray.js: TypeError: Object Int8Array,Uint8Array,Uint8ClampedArray,Int16Array,Uint16Array,Int32Array,Uint32Array,Float32Array,Float64Array.every is undefined and has no Call method
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.computed-static.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: found 'a' when expecting ';'
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.private-static.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.public-instance.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.public-static.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-fields.static.define.js: SyntaxError: expression expected, not 'class'
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-methods.private-instance.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-methods.private-static.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/class-static-init-blocks.js: SyntaxError: found 'ok' when expecting ';'
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: found 'class' instead of statement
compat-table/es2022/regex.flags.d.constructor.js: unrecognized attribute
compat-table/es2022/regex.flags.d.shows-in-flags.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2023/Array.prototype.findLastIndex.js: TypeError: Object [object Object],[object Object],[object Object],[object Object].findLastIndex is undefined and has no Call method
compat-table/es2023/Array.prototype.findLast.js: TypeError: Object [object Object],[object Object],[object Object],[object Object].findLast is undefined and has no Call method
compat-table/es2023/Array.prototype.toReversed.js: TypeError: Object 1,2,3.toReversed is undefined and has no Call method
compat-table/es2023/Array.prototype.toSorted.js: TypeError: Object C,A,B.toSorted is undefined and has no Call method
compat-table/es2023/Array.prototype.toSpliced.js: TypeError: Object A,C.toSpliced is undefined and has no Call method
compat-table/es2023/Array.prototype.with.js: SyntaxError: identifier expected following '.', not 'with'
compat-table/es2023/TypedArray.prototype.toReversed.js: ReferenceError: Variable 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.toSorted.js: ReferenceError: Variable 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.with.js: SyntaxError: identifier expected following '.', not 'with'
compat-table/es2023/hashbang.js: SyntaxError: unsupported char '#'
compat-table/es2024/ArrayBuffer.prototype.detached.js: SyntaxError: found 'const' instead of statement
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: SyntaxError: found 'const' instead of statement
compat-table/es2024/ArrayBuffer.prototype.transfer.js: SyntaxError: found 'const' instead of statement
compat-table/es2024/Map.groupBy.js: SyntaxError: found 'const' instead of statement
compat-table/es2024/Object.groupBy.js: SyntaxError: found 'const' instead of statement
compat-table/es2024/Promise.withResolvers.js: ReferenceError: Variable 'Promise' is not defined
compat-table/es2024/regex.flags.v.constructor.js: unrecognized attribute
compat-table/es2024/regex.flags.v.properties-of-strings.js: unrecognized attribute
compat-table/es2024/regex.flags.v.set-notations.js: unrecognized attribute
compat-table/es2024/regex.flags.v.shows-in-flags.js: ReferenceError: Variable 'Proxy' is not defined
compat-table/es2024/regex.flags.v.unicode-15.1.js: unrecognized attribute
compat-table/es2024/regex.flags.v.unicode-16.0.js: unrecognized attribute
compat-table/es2024/regex.flags.v.unicode-17.0.js: unrecognized attribute
compat-table/es2025/Iterator.extends.js: SyntaxError: found 'class' instead of statement
compat-table/es2025/Iterator.from.iterable.js: SyntaxError: found 'const' instead of statement
compat-table/es2025/Iterator.from.iterator.js: SyntaxError: found 'const' instead of statement
compat-table/es2025/Iterator.instanceof.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: ReferenceError: Variable 'Iterator' is not defined
compat-table/es2025/Iterator.prototype.drop.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: found 'result' when expecting ';'
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: expression expected, not '>'
compat-table/es2025/Iterator.prototype.take.js: TypeError: Object 1,2,3.values is undefined and has no Call method
compat-table/es2025/Iterator.prototype.toArray.js: SyntaxError: found 'const' instead of statement
compat-table/es2025/Promise.try.js: SyntaxError: identifier expected following '.', not 'try'
compat-table/es2025/RegExp.escape.js: TypeError: Object function RegExp() { [native code] }.escape is undefined and has no Call method
compat-table/es2025/Set.prototype.difference.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.intersection.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isDisjointFrom.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isSubsetOf.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.isSupersetOf.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.symmetricDifference.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/Set.prototype.union.js: ReferenceError: Variable 'Set' is not defined
compat-table/es2025/regex.duplicate-named-groups.js: *+? not allowed in atom
compat-table/es2025/regex.pattern-modifiers.i.js: SyntaxError: found 'const' instead of statement
compat-table/es2025/regex.pattern-modifiers.m.js: SyntaxError: found 'const' instead of statement
compat-table/es2025/regex.pattern-modifiers.s.js: SyntaxError: found 'const' instead of statement
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.compare.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.new-instances.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: ReferenceError: Variable 'Intl' is not defined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError: expression expected, not '>'
compat-table/next/AsyncDisposableStack.js: SyntaxError: found '[' when expecting ':'
compat-table/next/AsyncIterator.extends.js: SyntaxError: found 'class' instead of statement
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: ReferenceError: Variable 'AsyncIterator' is not defined
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: found 'result' when expecting ';'
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: found 'function' when expecting ''
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: found 'function' when expecting ';'
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: found 'function' when expecting ''
compat-table/next/DisposableStack.js: SyntaxError: identifier expected
compat-table/next/Map.prototype.upsert.js: SyntaxError: found 'const' instead of statement
compat-table/next/RegExp.1-9.js: OK
compat-table/next/RegExp.lastMatch.js: OK
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: found '_1' when expecting ';'
compat-table/next/Symbol.dispose.bound.js: SyntaxError: identifier expected
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: found 'const' instead of statement
compat-table/next/Uint8Array.fromHex.js: SyntaxError: found 'const' instead of statement
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: found 'const' instead of statement
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: found 'const' instead of statement
compat-table/next/Uint8Array.toBase64.js: SyntaxError: found 'const' instead of statement
compat-table/next/Uint8Array.toHex.js: SyntaxError: found 'const' instead of statement
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: found 'const' instead of statement
compat-table/next/await-using.for-of.js: SyntaxError: found '[' when expecting ':'
compat-table/next/await-using.js: SyntaxError: found 'function' when expecting ''
compat-table/next/class-decorators.js: SyntaxError: found 'class' instead of statement
compat-table/next/function.sent.js: SyntaxError: found '*' when expecting '('
compat-table/next/throw-expr.arrow.js: SyntaxError: expression expected, not ''
compat-table/next/throw-expr.conditional.js: SyntaxError: expression expected, not 'throw'
compat-table/next/throw-expr.logical.js: SyntaxError: expression expected, not 'throw'
compat-table/next/throw-expr.param-init.js: SyntaxError: found '=' when expecting ''
compat-table/next/using.for-of.js: SyntaxError: identifier expected
compat-table/next/using.js: SyntaxError: identifier expected
