Metadata: {"arch":"arm64","console_log":"console.log","dist_size":208475,"engine":"narcissus","repository":"https://github.com/ivankra/narcissus.git","revision":"a1eae5c735c3932cc435d869e68933d469d419f6","revision_date":"2025-10-08"}
compat-table/es6/rest-params.new-function.js: SyntaxError: 1: missing formal parameter
compat-table/es6/rest-params.no-setter.js: SyntaxError: 10: missing formal parameter
compat-table/es6/spread.array-call.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.array-literal.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.astral-call.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.astral-literal.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.generator-call.js: SyntaxError: 10: missing ; before statement
compat-table/es6/spread.generator-literal.js: SyntaxError: 10: missing ; before statement
compat-table/es6/spread.iterable-call.js: SyntaxError: 35: missing operand; found .
compat-table/es6/spread.iterable-instance-call.js: SyntaxError: 35: missing operand; found .
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError: 35: missing operand; found .
compat-table/es6/spread.iterable-literal.js: SyntaxError: 35: missing operand; found .
compat-table/es6/spread.non-iterable-error.js: SyntaxError: 11: missing operand; found .
compat-table/es6/spread.sparse-call.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.sparse-literal.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.string-call.js: SyntaxError: 10: missing operand; found .
compat-table/es6/spread.string-literal.js: SyntaxError: 10: missing operand; found .
compat-table/es6/subclassing.Array.concat.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.filter.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.from.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.isArray.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.length-access.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.length-set.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.map.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.of.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.slice.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Array.splice.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.call.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.new.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Promise.all.js: SyntaxError: 44: missing ; before statement
compat-table/es6/subclassing.Promise.js: SyntaxError: 44: missing ; before statement
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.Promise.race.js: SyntaxError: 44: missing ; before statement
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.RegExp.js: SyntaxError: 11: missing ; before statement
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.RegExp.test.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.misc.Error.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.misc.Map.js: SyntaxError: 10: missing ; before statement
compat-table/es6/subclassing.misc.Number.js: SyntaxError: 9: missing ; before statement
compat-table/es6/subclassing.misc.Set.js: SyntaxError: 10: missing ; before statement
compat-table/es6/subclassing.misc.String.js: SyntaxError: 9: missing ; before statement
compat-table/es6/super.correct-constructor.js: SyntaxError: 12: missing ; before statement
compat-table/es6/super.expression.js: SyntaxError: 10: missing ; before statement
compat-table/es6/super.method-calls.js: SyntaxError: 10: missing ; before statement
compat-table/es6/super.new-target-binding.js: SyntaxError: 11: missing ; before statement
compat-table/es6/super.property-access.js: SyntaxError: 10: missing ; before statement
compat-table/es6/super.statement.js: SyntaxError: 11: missing ; before statement
compat-table/es6/super.static-binding.js: SyntaxError: 10: missing ; before statement
compat-table/es6/super.this-binding.js: SyntaxError: 10: missing ; before statement
compat-table/es6/tail-calls.direct.js: InternalError: too much recursion
compat-table/es6/tail-calls.mutual.js: InternalError: too much recursion
compat-table/es6/template.basic.js: SyntaxError: 11: Illegal token
compat-table/es6/template.caching.js: SyntaxError: 17: Illegal token
compat-table/es6/template.escape-sequences.js: SyntaxError: 13: Illegal token
compat-table/es6/template.frozen-array.js: SyntaxError: 12: Illegal token
compat-table/es6/template.line-break.js: SyntaxError: 1: Illegal token
compat-table/es6/template.permanent-caching.js: SyntaxError: 14: Illegal token
compat-table/es6/template.tagged.js: SyntaxError: 21: Illegal token
compat-table/es6/template.toString.js: SyntaxError: 14: Illegal token
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: failed
compat-table/es6/typed-arrays.DataView.Float32.js: OK
compat-table/es6/typed-arrays.DataView.Float64.js: OK
compat-table/es6/typed-arrays.DataView.Int8.js: OK
compat-table/es6/typed-arrays.DataView.Int16.js: OK
compat-table/es6/typed-arrays.DataView.Int32.js: OK
compat-table/es6/typed-arrays.DataView.Uint8.js: OK
compat-table/es6/typed-arrays.DataView.Uint16.js: OK
compat-table/es6/typed-arrays.DataView.Uint32.js: OK
compat-table/es6/typed-arrays.Float32Array.js: OK
compat-table/es6/typed-arrays.Float64Array.js: OK
compat-table/es6/typed-arrays.Int8Array.js: OK
compat-table/es6/typed-arrays.Int16Array.js: OK
compat-table/es6/typed-arrays.Int32Array.js: OK
compat-table/es6/typed-arrays.Symbol.species.js: failed
compat-table/es6/typed-arrays.Uint8Array.js: OK
compat-table/es6/typed-arrays.Uint8ClampedArray.js: OK
compat-table/es6/typed-arrays.Uint16Array.js: OK
compat-table/es6/typed-arrays.Uint32Array.js: OK
compat-table/es6/typed-arrays.constructor-iterables.js: failed
compat-table/es6/typed-arrays.constructor-requires-new.js: OK
compat-table/es6/typed-arrays.correct-prototype-chains.js: OK
compat-table/es6/typed-arrays.from.js: OK
compat-table/es6/typed-arrays.of.js: OK
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: failed
compat-table/es6/typed-arrays.prototype.copyWithin.js: OK
compat-table/es6/typed-arrays.prototype.entries.js: OK
compat-table/es6/typed-arrays.prototype.every.js: OK
compat-table/es6/typed-arrays.prototype.fill.js: OK
compat-table/es6/typed-arrays.prototype.filter.js: OK
compat-table/es6/typed-arrays.prototype.findIndex.js: OK
compat-table/es6/typed-arrays.prototype.find.js: OK
compat-table/es6/typed-arrays.prototype.forEach.js: OK
compat-table/es6/typed-arrays.prototype.indexOf.js: OK
compat-table/es6/typed-arrays.prototype.join.js: OK
compat-table/es6/typed-arrays.prototype.keys.js: OK
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: OK
compat-table/es6/typed-arrays.prototype.map.js: OK
compat-table/es6/typed-arrays.prototype.reduceRight.js: OK
compat-table/es6/typed-arrays.prototype.reduce.js: OK
compat-table/es6/typed-arrays.prototype.reverse.js: OK
compat-table/es6/typed-arrays.prototype.slice.js: OK
compat-table/es6/typed-arrays.prototype.some.js: OK
compat-table/es6/typed-arrays.prototype.sort.js: OK
compat-table/es6/typed-arrays.prototype.subarray.js: OK
compat-table/es6/typed-arrays.prototype.values.js: OK
compat-table/es6/unicode-escapes.identifier.js: SyntaxError: 9: missing variable name
compat-table/es6/unicode-escapes.property-access.js: SyntaxError: 10: Missing identifier
compat-table/es6/unicode-escapes.property-key.js: SyntaxError: 9: missing : after property
compat-table/es6/unicode-escapes.string.js: OK
compat-table/es6/well-known.hasInstance.js: failed
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: failed
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: failed
compat-table/es6/well-known.iterator.js: OK
compat-table/es6/well-known.match.RegExp-constructor.js: failed
compat-table/es6/well-known.match.String.endsWith.js: TypeError: Invalid type: first can't be a Regular Expression
compat-table/es6/well-known.match.String.includes.js: TypeError: Invalid type: first can't be a Regular Expression
compat-table/es6/well-known.match.String.startsWith.js: TypeError: Invalid type: first can't be a Regular Expression
compat-table/es6/well-known.match.js: failed
compat-table/es6/well-known.replace.js: failed
compat-table/es6/well-known.search.js: failed
compat-table/es6/well-known.species.Array.concat.js: failed
compat-table/es6/well-known.species.Array.filter.js: failed
compat-table/es6/well-known.species.Array.map.js: failed
compat-table/es6/well-known.species.Array.slice.js: failed
compat-table/es6/well-known.species.Array.splice.js: failed
compat-table/es6/well-known.species.Promise.then.js: failed
compat-table/es6/well-known.species.RegExp.split.js: failed
compat-table/es6/well-known.species.js: OK
compat-table/es6/well-known.split.js: failed
compat-table/es6/well-known.toPrimitive.js: failed
compat-table/es6/well-known.toStringTag.existing-builtins.js: failed
compat-table/es6/well-known.toStringTag.js: failed
compat-table/es6/well-known.toStringTag.misc-builtins.js: failed
compat-table/es6/well-known.toStringTag.new-builtins.js: TypeError: new pair[0]()[Symbol.iterator] is not callable
compat-table/es6/well-known.unscopables.js: TypeError: /zoo/dist/arm64/narcissus:1840:39 TypeError: this.x.pushTarget(...).next is not a function
compat-table/es2016/Array.prototype.includes.generic.js: SyntaxError: 13: missing : after property
compat-table/es2016/Array.prototype.includes.js: OK
compat-table/es2016/Array.prototype.includes.sparse.js: OK
compat-table/es2016/Array.prototype.includes.typed-array.js: OK
compat-table/es2016/exponentiation.assignment.js: SyntaxError: 10: missing operand; found =
compat-table/es2016/exponentiation.basic.js: SyntaxError: 10: missing operand; found *
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError: 10: missing operand; found *
compat-table/es2016/misc.Proxy-Array-includes.js: OK
compat-table/es2016/misc.Proxy-enumerate-removed.js: OK
compat-table/es2016/misc.generator-no-new.js: SyntaxError: 11: missing ; before statement
compat-table/es2016/misc.generator-throw-inner.js: SyntaxError: 13: missing ; before statement
compat-table/es2016/misc.nested-rest-destructuring-decl.js: SyntaxError: 10: missing operand; found .
compat-table/es2016/misc.nested-rest-destructuring-params.js: SyntaxError: 9: missing operand; found .
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: SyntaxError: 9: missing formal parameter
compat-table/es2017/Atomics.add.js: OK
compat-table/es2017/Atomics.and.js: OK
compat-table/es2017/Atomics.compareExchange.js: OK
compat-table/es2017/Atomics.exchange.js: OK
compat-table/es2017/Atomics.isLockFree.js: OK
compat-table/es2017/Atomics.load.js: OK
compat-table/es2017/Atomics.notify.js: OK
compat-table/es2017/Atomics.or.js: OK
compat-table/es2017/Atomics.store.js: OK
compat-table/es2017/Atomics.sub.js: OK
compat-table/es2017/Atomics.wait.js: OK
compat-table/es2017/Atomics.xor.js: OK
compat-table/es2017/Object.entries.js: TypeError: Array.isArray is not callable
compat-table/es2017/Object.getOwnPropertyDescriptors.js: OK
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: OK
compat-table/es2017/Object.values.js: TypeError: Array.isArray is not callable
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: failed
compat-table/es2017/SharedArrayBuffer.js: OK
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: OK
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: OK
compat-table/es2017/String.prototype.padEnd.js: OK
compat-table/es2017/String.prototype.padStart.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: OK
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: OK
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: OK
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: OK
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: OK
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: OK
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: SyntaxError: 10: Missing ;
compat-table/es2017/async.Symbol.toStringTag.js: SyntaxError: 10: Missing )
compat-table/es2017/async.arrow-in-class.js: SyntaxError: 48: missing ; before statement
compat-table/es2017/async.arrow.js: SyntaxError: 45: missing operand; found >
compat-table/es2017/async.await-non-promise.js: SyntaxError: 45: Missing )
compat-table/es2017/async.await-rejection.js: SyntaxError: 45: Missing )
compat-table/es2017/async.await.js: SyntaxError: 45: Missing )
compat-table/es2017/async.constructor.js: SyntaxError: 45: missing ; before statement
compat-table/es2017/async.methods-class.js: SyntaxError: 45: missing ; before statement
compat-table/es2017/async.methods-object.js: SyntaxError: 46: missing : after property
compat-table/es2017/async.must-await-value.js: SyntaxError: 10: missing ; before statement
compat-table/es2017/async.no-await-in-params.js: SyntaxError: 10: missing ; before statement
compat-table/es2017/async.no-line-break.js: SyntaxError: 10: missing ; before statement
compat-table/es2017/async.no-prototype.js: SyntaxError: 10: missing ; before statement
compat-table/es2017/async.prototype-chain.js: SyntaxError: 10: Missing )
compat-table/es2017/async.return.js: SyntaxError: 45: missing ; before statement
compat-table/es2017/async.throw.js: SyntaxError: 45: missing ; before statement
compat-table/es2017/misc.arguments-caller-removed.js: OK
compat-table/es2017/regex.flags.u.case-folding.js: failed
compat-table/es2017/trailing-comma.arguments.js: SyntaxError: 10: missing operand; found )
compat-table/es2017/trailing-comma.params.js: SyntaxError: 10: missing formal parameter
compat-table/es2018/Promise.prototype.finally.change-rejection.js: OK
compat-table/es2018/Promise.prototype.finally.js: OK
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: OK
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: 58: Missing )
compat-table/es2018/async-iterators.generators.js: SyntaxError: 44: missing ; before statement
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: SyntaxError: 11: missing : after property
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: 16: Illegal token
compat-table/es2018/object-rest.js: SyntaxError: 9: Invalid property name
compat-table/es2018/object-spread.js: SyntaxError: 10: Invalid property name
compat-table/es2018/regex.flags.s.js: OK
compat-table/es2018/regex.lookbehind.js: OK
compat-table/es2018/regex.named-capture-groups.js: OK
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: SyntaxError: /zoo/dist/arm64/narcissus:1:3 SyntaxError: invalid property name in regular expression:
compat-table/es2019/Array.prototype.flatMap.js: OK
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: TypeError: Array.prototype[Symbol.unscopables] (type undefined) has no properties
compat-table/es2019/Array.prototype.flat.js: OK
compat-table/es2019/Object.fromEntries.js: OK
compat-table/es2019/String.prototype.trimEnd.js: OK
compat-table/es2019/String.prototype.trimStart.js: OK
compat-table/es2019/Symbol.prototype.description.empty.js: TypeError: can't convert symbol to string
compat-table/es2019/Symbol.prototype.description.js: TypeError: can't convert symbol to string
compat-table/es2019/Symbol.prototype.description.undefined.js: TypeError: can't convert symbol to string
compat-table/es2019/annex-b.String.prototype.trimLeft.js: OK
compat-table/es2019/annex-b.String.prototype.trimRight.js: OK
compat-table/es2019/misc.Function-toString.Function-constructor.js: SyntaxError: 1: Missing )
compat-table/es2019/misc.Function-toString.arrows.js: SyntaxError: 1: missing operand; found >
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: SyntaxError: 1: Missing )
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: SyntaxError: 1: Missing )
compat-table/es2019/misc.Function-toString.computed-names.js: SyntaxError: 1: Invalid property name
compat-table/es2019/misc.Function-toString.native-code.js: failed
compat-table/es2019/misc.Function-toString.unicode-escapes.js: SyntaxError: 1: missing formal parameter
compat-table/es2019/misc.JSON-stringify-well-formed.js: OK
compat-table/es2019/misc.JSON-superset.line-separator.js: OK
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: OK
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: 44: Missing )
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: 12: Missing (
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: 13: Missing (
compat-table/es2020/BigInt64Array.js: SyntaxError: 12: missing ; before statement
compat-table/es2020/BigInt.asIntN.js: OK
compat-table/es2020/BigInt.asUintN.js: OK
compat-table/es2020/BigInt.constructor.js: SyntaxError: 10: missing ; before statement
compat-table/es2020/BigInt.js: SyntaxError: 10: Missing )
compat-table/es2020/BigUint64Array.js: SyntaxError: 12: missing ; before statement
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: 12: Missing )
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: 12: Missing )
compat-table/es2020/Promise.allSettled.js: SyntaxError: 49: missing operand; found >
compat-table/es2020/String.prototype.matchAll.js: TypeError: iterator[Symbol.iterator] is not callable
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: OK
compat-table/es2020/globalThis.descriptor.js: TypeError: descriptor (type undefined) has no properties
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError: 10: missing operand; found ?
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: 12: missing operand; found .
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: 14: missing operand; found .
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: 12: missing operand; found .
compat-table/es2020/optional-chaining.property.js: SyntaxError: 12: missing operand; found .
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: 14: missing operand; found .
compat-table/es2021/FinalizationRegistry.js: OK
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: 49: missing operand; found >
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: 49: missing operand; found >
compat-table/es2021/String.prototype.replaceAll.js: OK
compat-table/es2021/WeakRef.js: OK
compat-table/es2021/logical-assignment.and.js: SyntaxError: 10: missing ; before statement
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: 10: missing ; before statement
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/logical-assignment.or.js: SyntaxError: 10: missing ; before statement
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: 9: missing ; before statement
compat-table/es2021/numeric-separators.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.AggregateError.js: OK
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: OK
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: OK
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: OK
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: OK
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: OK
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: OK
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: OK
compat-table/es2022/Object.hasOwn.ToObject-first.js: OK
compat-table/es2022/Object.hasOwn.js: OK
compat-table/es2022/at-method.Array.js: OK
compat-table/es2022/at-method.String.js: OK
compat-table/es2022/at-method.TypedArray.js: OK
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-fields.computed-static.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-fields.private-instance.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-fields.private-static.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-fields.public-instance.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-fields.public-static.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-fields.static.define.js: SyntaxError: 9: Missing )
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-methods.private-instance.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/class-methods.private-static.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/class-static-init-blocks.js: SyntaxError: 10: missing ; before statement
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: 9: missing ; before statement
compat-table/es2022/regex.flags.d.constructor.js: OK
compat-table/es2022/regex.flags.d.shows-in-flags.js: OK
compat-table/es2023/Array.prototype.findLastIndex.js: OK
compat-table/es2023/Array.prototype.findLast.js: OK
compat-table/es2023/Array.prototype.toReversed.js: OK
compat-table/es2023/Array.prototype.toSorted.js: OK
compat-table/es2023/Array.prototype.toSpliced.js: OK
compat-table/es2023/Array.prototype.with.js: OK
compat-table/es2023/TypedArray.prototype.toReversed.js: OK
compat-table/es2023/TypedArray.prototype.toSorted.js: OK
compat-table/es2023/TypedArray.prototype.with.js: OK
compat-table/es2023/hashbang.js: SyntaxError: 1: Illegal token
compat-table/es2024/ArrayBuffer.prototype.detached.js: OK
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: OK
compat-table/es2024/ArrayBuffer.prototype.transfer.js: OK
compat-table/es2024/Map.groupBy.js: SyntaxError: 13: Bad left-hand side of assignment
compat-table/es2024/Object.groupBy.js: SyntaxError: 11: Bad left-hand side of assignment
compat-table/es2024/Promise.withResolvers.js: OK
compat-table/es2024/regex.flags.v.constructor.js: OK
compat-table/es2024/regex.flags.v.properties-of-strings.js: SyntaxError: /zoo/dist/arm64/narcissus:1:4 SyntaxError: invalid property name in regular expression:
compat-table/es2024/regex.flags.v.set-notations.js: SyntaxError: /zoo/dist/arm64/narcissus:1:4 SyntaxError: invalid class property name in regular expression:
compat-table/es2024/regex.flags.v.shows-in-flags.js: OK
compat-table/es2024/regex.flags.v.unicode-15.1.js: SyntaxError: /zoo/dist/arm64/narcissus:1:4 SyntaxError: invalid property name in regular expression:
compat-table/es2024/regex.flags.v.unicode-16.0.js: SyntaxError: /zoo/dist/arm64/narcissus:1:4 SyntaxError: invalid property name in regular expression:
compat-table/es2024/regex.flags.v.unicode-17.0.js: SyntaxError: /zoo/dist/arm64/narcissus:1:4 SyntaxError: invalid property name in regular expression:
compat-table/es2025/Iterator.extends.js: SyntaxError: 10: missing ; before statement
compat-table/es2025/Iterator.from.iterable.js: TypeError: Array.from is not callable
compat-table/es2025/Iterator.from.iterator.js: SyntaxError: 12: missing : after property
compat-table/es2025/Iterator.instanceof.js: OK
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: failed
compat-table/es2025/Iterator.prototype.drop.js: TypeError: Array.from is not callable
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: 10: missing ; before statement
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: 10: Bad left-hand side of assignment
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: 10: missing operand; found >
compat-table/es2025/Iterator.prototype.take.js: TypeError: Array.from is not callable
compat-table/es2025/Iterator.prototype.toArray.js: TypeError: Array.isArray is not callable
compat-table/es2025/Promise.try.js: failed
compat-table/es2025/RegExp.escape.js: OK
compat-table/es2025/Set.prototype.difference.js: OK
compat-table/es2025/Set.prototype.intersection.js: OK
compat-table/es2025/Set.prototype.isDisjointFrom.js: OK
compat-table/es2025/Set.prototype.isSubsetOf.js: OK
compat-table/es2025/Set.prototype.isSupersetOf.js: OK
compat-table/es2025/Set.prototype.symmetricDifference.js: OK
compat-table/es2025/Set.prototype.union.js: OK
compat-table/es2025/regex.duplicate-named-groups.js: OK
compat-table/es2025/regex.pattern-modifiers.i.js: OK
compat-table/es2025/regex.pattern-modifiers.m.js: OK
compat-table/es2025/regex.pattern-modifiers.s.js: OK
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
