Metadata: {"arch":"arm64","binary_sha256":"6f7c2f0fdd37526569ffe18014c1c95853d523e940a484b63251bab4efb271c4","binary_size":4897368,"console_log":"console.log","engine":"otto","go":"1.26.1","repository":"https://github.com/robertkrimen/otto.git","revision":"3ca729876b8973d2faeb6f25d1c8e7dd6580063a","revision_date":"2025-06-13","version":"0.5.1-2-g3ca7298"}
compat-table/es6/let.tdz.js: SyntaxError: Unexpected identifier (and 2 more errors)
compat-table/es6/literals.binary.Number.js: failed
compat-table/es6/literals.binary.js: SyntaxError: Unexpected token ILLEGAL (and 1 more errors)
compat-table/es6/literals.object.computed-accessors.js: SyntaxError: Unexpected identifier (and 5 more errors)
compat-table/es6/literals.object.computed-properties.js: SyntaxError: Unexpected identifier (and 15 more errors)
compat-table/es6/literals.object.computed-shorthand-methods.js: SyntaxError: Unexpected identifier (and 17 more errors)
compat-table/es6/literals.object.shorthand-methods.js: SyntaxError: Unexpected token ( (and 17 more errors)
compat-table/es6/literals.object.shorthand-properties.js: SyntaxError: Unexpected token ,
compat-table/es6/literals.object.string-keyed-shorthand-methods.js: SyntaxError: Unexpected token ( (and 17 more errors)
compat-table/es6/literals.octal.Number.js: failed
compat-table/es6/literals.octal.js: SyntaxError: Unexpected token ILLEGAL (and 1 more errors)
compat-table/es6/misc.Invalid-Date.js: OK
compat-table/es6/misc.Object.freeze.primitives.js: TypeError: Object.Freeze is nil
compat-table/es6/misc.Object.getOwnPropertyDescriptor.primitives.js: TypeError: Object.GetOwnPropertyDescriptor is nil
compat-table/es6/misc.Object.getOwnPropertyNames.primitives.js: failed
compat-table/es6/misc.Object.getPrototypeOf.primitives.js: TypeError: Object.GetPrototypeOf is nil
compat-table/es6/misc.Object.isExtensible.primitives.js: TypeError: Object.IsExtensible is nil
compat-table/es6/misc.Object.isFrozen.primitives.js: TypeError: Object.IsFrozen is nil
compat-table/es6/misc.Object.isSealed.primitives.js: TypeError: Object.IsSealed is nil
compat-table/es6/misc.Object.keys.primitives.js: TypeError: Object.Keys is nil
compat-table/es6/misc.Object.preventExtensions.primitives.js: TypeError: Object.PreventExtensions is nil
compat-table/es6/misc.Object.seal.primitives.js: TypeError: Object.Seal is nil
compat-table/es6/misc.Proxy.defineProperty.SetIntegrityLevel.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.defineProperty.Set.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.copyWithin.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.pop.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.reverse.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.shift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.splice.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.deleteProperty.Array.unshift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Function.bind.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.assign.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Object.hasOwnProperty.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.getOwnPropertyDescriptor.Set.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.concat.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.from.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.iteration.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.pop.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.reverse.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.shift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.splice.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Array.toString.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.ClassDefinitionEvaluation.js: SyntaxError: Unexpected reserved word
compat-table/es6/misc.Proxy.get.CreateDynamicFunction.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.CreateListFromArrayLike.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Date.toJSON.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Error.toString.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Function.bind.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.HasBinding.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.IteratorComplete.js: SyntaxError: Unexpected identifier (and 21 more errors)
compat-table/es6/misc.Proxy.get.JSON.stringify.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Object.assign.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Object.defineProperties.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.Promise.resolve.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp-constructor.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.match.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.replace.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.search.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.Symbol.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.RegExp.flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.test.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.RegExp.toString.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.String.match.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.raw.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.String.replace.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.search.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.String.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.Proxy.get.ToPrimitive.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.ToPropertyDescriptor.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.get.instanceof.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.SerializeJSONObject.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.SetIntegrityLevel.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.ownKeys.TestIntegrityLevel.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.copyWithin.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.fill.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.from.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.of.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.pop.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.push.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.reverse.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.shift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.splice.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Array.unshift.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.Proxy.set.Object.assign.js: ReferenceError: 'Proxy' is not defined
compat-table/es6/misc.RegExp-alter-flags.js: TypeError: Cannot supply flags when constructing one RegExp from another
compat-table/es6/misc.RegExp-prototype-toString-generic.js: failed
compat-table/es6/misc.accessors-no-constructor.js: failed
compat-table/es6/misc.bound-function-prototype.arrow.js: SyntaxError: Unexpected token ) (and 4 more errors)
compat-table/es6/misc.bound-function-prototype.class.js: SyntaxError: Unexpected reserved word
compat-table/es6/misc.bound-function-prototype.function.js: failed
compat-table/es6/misc.bound-function-prototype.generator.js: SyntaxError: Unexpected token * (and 1 more errors)
compat-table/es6/misc.bound-function-prototype.subclass.js: SyntaxError: Unexpected reserved word (and 3 more errors)
compat-table/es6/misc.do-while-no-semicolon.js: OK
compat-table/es6/misc.duplicate-properties-strict.js: failed
compat-table/es6/misc.for-in-no-assignment-strict.js: failed
compat-table/es6/misc.function-length-configurable.js: failed
compat-table/es6/misc.identifier-syntax.no-escaped-reserved.js: OK
compat-table/es6/misc.identifier-syntax.var-1.js: OK
compat-table/es6/misc.identifier-syntax.var-2.js: OK
compat-table/es6/misc.property-order.JSON.parse.js: failed
compat-table/es6/misc.property-order.JSON.stringify.js: failed
compat-table/es6/misc.property-order.Object.assign.js: TypeError: Object.DefineOwnProperty: property and descriptor not configurable
compat-table/es6/misc.property-order.Object.getOwnPropertyNames.js: failed
compat-table/es6/misc.property-order.Object.keys.js: OK
compat-table/es6/misc.property-order.Reflect.ownKeys.string.js: ReferenceError: 'Reflect' is not defined
compat-table/es6/misc.property-order.Reflect.ownKeys.symbol.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/misc.prototypes-not-instances.js: failed
compat-table/es6/new-target.assignment-error.js: SyntaxError: Unexpected token . (and 5 more errors)
compat-table/es6/new-target.constructor.js: SyntaxError: Unexpected token . (and 3 more errors)
compat-table/es6/regex.flags.u.case-folding.js: OK
compat-table/es6/regex.flags.u.codepoint.js: TypeError: Cannot access member "0" of null
compat-table/es6/regex.flags.u.js: OK
compat-table/es6/regex.flags.u.non-bmp.js: OK
compat-table/es6/regex.flags.y.js: failed
compat-table/es6/regex.flags.y.lastIndex.js: failed
compat-table/es6/rest-params.arguments.js: SyntaxError: Unexpected token . (and 3 more errors)
compat-table/es6/rest-params.basic.js: SyntaxError: Unexpected token . (and 3 more errors)
compat-table/es6/rest-params.length.js: SyntaxError: Unexpected token . (and 7 more errors)
compat-table/es6/rest-params.new-function.js: SyntaxError: (anonymous): Line 1:13 Unexpected token . (and 3 more errors)
compat-table/es6/rest-params.no-setter.js: SyntaxError: Unexpected token . (and 3 more errors)
compat-table/es6/spread.array-call.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.array-literal.js: SyntaxError: Unexpected token . (and 14 more errors)
compat-table/es6/spread.astral-call.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.astral-literal.js: SyntaxError: Unexpected token . (and 14 more errors)
compat-table/es6/spread.generator-call.js: SyntaxError: Unexpected token * (and 11 more errors)
compat-table/es6/spread.generator-literal.js: SyntaxError: Unexpected token * (and 19 more errors)
compat-table/es6/spread.iterable-call.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.iterable-instance-call.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.iterable-instance-literal.js: SyntaxError: Unexpected token . (and 14 more errors)
compat-table/es6/spread.iterable-literal.js: SyntaxError: Unexpected token . (and 14 more errors)
compat-table/es6/spread.non-iterable-error.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.sparse-call.js: SyntaxError: Unexpected token . (and 4 more errors)
compat-table/es6/spread.sparse-literal.js: SyntaxError: Unexpected token . (and 17 more errors)
compat-table/es6/spread.string-call.js: SyntaxError: Unexpected token . (and 6 more errors)
compat-table/es6/spread.string-literal.js: SyntaxError: Unexpected token . (and 14 more errors)
compat-table/es6/subclassing.Array.concat.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.filter.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.from.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.isArray.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.length-access.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.length-set.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.map.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.of.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.prototype-chain.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.slice.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Array.splice.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.call.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.new.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.prototype-chain.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.prototype.apply.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.prototype.bind.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Function.prototype.call.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Promise.all.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Promise.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Promise.prototype-chain.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.Promise.race.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.RegExp.exec.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.RegExp.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.RegExp.prototype-chain.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.RegExp.test.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.Boolean.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.Error.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.Map.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.Number.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.Set.js: SyntaxError: Unexpected reserved word
compat-table/es6/subclassing.misc.String.js: SyntaxError: Unexpected reserved word
compat-table/es6/super.correct-constructor.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es6/super.expression.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es6/super.method-calls.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es6/super.new-target-binding.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es6/super.property-access.js: SyntaxError: Unexpected reserved word (and 3 more errors)
compat-table/es6/super.statement.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es6/super.static-binding.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es6/super.this-binding.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es6/tail-calls.direct.js: crashed: fatal error: stack overflow
compat-table/es6/tail-calls.mutual.js: crashed: fatal error: stack overflow
compat-table/es6/template.basic.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es6/template.caching.js: SyntaxError: Unexpected token ILLEGAL (and 7 more errors)
compat-table/es6/template.escape-sequences.js: SyntaxError: Unexpected token ILLEGAL (and 4 more errors)
compat-table/es6/template.frozen-array.js: SyntaxError: Unexpected token ILLEGAL (and 5 more errors)
compat-table/es6/template.line-break.js: SyntaxError: (anonymous): Line 1:1 Unexpected token ILLEGAL (and 2 more errors)
compat-table/es6/template.permanent-caching.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es6/template.tagged.js: SyntaxError: Unexpected token ILLEGAL (and 4 more errors)
compat-table/es6/template.toString.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es6/typed-arrays.ArrayBuffer.Symbol.species.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Float32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Float64.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int8.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int16.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Int32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint8.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint16.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.DataView.Uint32.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Float32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Float64Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int8Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int16Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Int32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Symbol.species.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.Uint8Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint8ClampedArray.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint16Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.Uint32Array.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.constructor-iterables.js: TypeError: 'Int8Array' is not a function
compat-table/es6/typed-arrays.constructor-requires-new.js: ReferenceError: 'ArrayBuffer' is not defined
compat-table/es6/typed-arrays.correct-prototype-chains.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.from.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.of.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.Symbol.iterator.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.copyWithin.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.entries.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.every.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.fill.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.filter.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.findIndex.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.find.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.forEach.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.indexOf.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.join.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.keys.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.lastIndexOf.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.map.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reduceRight.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reduce.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.reverse.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.slice.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.some.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.sort.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.subarray.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/typed-arrays.prototype.values.js: ReferenceError: 'Int8Array' is not defined
compat-table/es6/unicode-escapes.identifier.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es6/unicode-escapes.property-access.js: SyntaxError: Unexpected token ILLEGAL (and 1 more errors)
compat-table/es6/unicode-escapes.property-key.js: SyntaxError: Unexpected token { (and 17 more errors)
compat-table/es6/unicode-escapes.string.js: SyntaxError: invalid escape: \u: "{1d3"
compat-table/es6/well-known.hasInstance.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.isConcatSpreadable.non-spreadable.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.isConcatSpreadable.poisoned-getter.js: failed
compat-table/es6/well-known.iterator.arguments.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.iterator.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.RegExp-constructor.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.endsWith.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.includes.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.match.String.startsWith.js: failed
compat-table/es6/well-known.match.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.replace.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.search.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.concat.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.filter.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.map.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.slice.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Array.splice.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.Promise.then.js: ReferenceError: 'Promise' is not defined
compat-table/es6/well-known.species.RegExp.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.species.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.split.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toPrimitive.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.existing-builtins.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.misc-builtins.js: ReferenceError: 'Symbol' is not defined
compat-table/es6/well-known.toStringTag.new-builtins.js: SyntaxError: Unexpected token * (and 3 more errors)
compat-table/es6/well-known.unscopables.js: ReferenceError: 'Symbol' is not defined
compat-table/es2016/Array.prototype.includes.generic.js: TypeError: Cannot access member "call" of undefined
compat-table/es2016/Array.prototype.includes.js: TypeError: "includes" is not a function
compat-table/es2016/Array.prototype.includes.sparse.js: TypeError: "includes" is not a function
compat-table/es2016/Array.prototype.includes.typed-array.js: ReferenceError: 'Int8Array' is not defined
compat-table/es2016/exponentiation.assignment.js: SyntaxError: Unexpected token *= (and 1 more errors)
compat-table/es2016/exponentiation.basic.js: SyntaxError: Unexpected token * (and 1 more errors)
compat-table/es2016/exponentiation.unary-negation-error.js: SyntaxError: Unexpected token * (and 3 more errors)
compat-table/es2016/misc.Proxy-Array-includes.js: ReferenceError: 'Proxy' is not defined
compat-table/es2016/misc.Proxy-enumerate-removed.js: ReferenceError: 'Proxy' is not defined
compat-table/es2016/misc.generator-no-new.js: SyntaxError: Unexpected token * (and 3 more errors)
compat-table/es2016/misc.generator-throw-inner.js: SyntaxError: Unexpected token * (and 6 more errors)
compat-table/es2016/misc.nested-rest-destructuring-decl.js: SyntaxError: Unexpected token [ (and 1 more errors)
compat-table/es2016/misc.nested-rest-destructuring-params.js: SyntaxError: Unexpected token [ (and 13 more errors)
compat-table/es2016/misc.strict-fn-non-simple-params-error.js: SyntaxError: Unexpected token . (and 3 more errors)
compat-table/es2017/Atomics.add.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.and.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.compareExchange.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.exchange.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.isLockFree.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.load.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.notify.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.or.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.store.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.sub.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.wait.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Atomics.xor.js: ReferenceError: 'Atomics' is not defined
compat-table/es2017/Object.entries.js: TypeError: "entries" is not a function
compat-table/es2017/Object.getOwnPropertyDescriptors.js: TypeError: "getOwnPropertyDescriptors" is not a function
compat-table/es2017/Object.getOwnPropertyDescriptors.no-undefined.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/Object.values.js: OK
compat-table/es2017/SharedArrayBuffer.Symbol.species.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.js: failed
compat-table/es2017/SharedArrayBuffer.prototype.Symbol.toStringTag.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.byteLength.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/SharedArrayBuffer.prototype.slice.js: ReferenceError: 'SharedArrayBuffer' is not defined
compat-table/es2017/String.prototype.padEnd.js: TypeError: "padEnd" is not a function
compat-table/es2017/String.prototype.padStart.js: TypeError: "padStart" is not a function
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.ToObject.js: ReferenceError: '__defineGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__defineGetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.ToObject.js: ReferenceError: '__defineSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__defineSetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.ToObject.js: ReferenceError: '__lookupGetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.prototype-chain.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.shadow-accessors.js: TypeError: "__defineGetter__" is not a function
compat-table/es2017/annex-b.Object.prototype.__lookupGetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.ToObject.js: ReferenceError: '__lookupSetter__' is not defined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.prototype-chain.js: TypeError: Cannot access member "call" of undefined
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.shadow-accessors.js: TypeError: "__defineSetter__" is not a function
compat-table/es2017/annex-b.Object.prototype.__lookupSetter__.symbols.js: ReferenceError: 'Symbol' is not defined
compat-table/es2017/annex-b.Proxy.__defineGetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__defineSetter__.js: ReferenceError: 'Proxy' is not defined
